middle: 166
0	0
1	0
2	1
3	2
4	3
5	3
6	4
7	5
8	6
9	6
10	7
11	8
12	9
13	10
14	10
15	11
16	12
17	13
18	13
19	14
20	15
21	16
22	16
23	17
24	18
25	19
26	20
27	20
28	21
29	22
30	23
31	23
32	24
33	25
34	26
35	26
36	27
37	28
38	29
39	30
40	30
41	31
42	32
43	33
44	33
45	34
46	35
47	36
48	37
49	37
50	38
51	39
52	40
53	40
54	41
55	42
56	43
57	43
58	44
59	45
60	46
61	47
62	47
63	48
64	49
65	50
66	50
67	51
68	52
69	53
70	53
71	54
72	55
73	56
74	57
75	57
76	58
77	59
78	60
79	60
80	61
81	62
82	63
83	64
84	64
85	65
86	66
87	67
88	67
89	68
90	69
91	70
92	70
93	71
94	72
95	73
96	74
97	74
98	75
99	76
100	77
101	77
102	78
103	79
104	80
105	80
106	81
107	82
108	83
109	84
110	84
111	85
112	86
113	87
114	87
115	88
116	89
117	90
118	90
119	91
120	92
121	93
122	94
123	94
124	95
125	96
126	97
127	97
128	98
129	99
130	100
131	101
132	101
133	102
134	103
135	104
136	104
137	105
138	106
139	107
140	107
141	108
142	109
143	110
144	111
145	111
146	112
147	113
148	114
149	114
150	115
151	116
152	117
153	117
154	118
155	119
156	120
157	121
158	121
159	122
160	123
161	124
162	124
163	125
164	126
165	127
---
166	127
167	128
168	129
169	131
170	132
171	134
172	135
173	137
174	138
175	139
176	141
177	142
178	144
179	145
180	147
181	148
182	150
183	151
184	152
185	154
186	155
187	157
188	158
189	160
190	161
191	162
192	164
193	165
194	167
195	168
196	170
197	171
198	173
199	174
200	175
201	177
202	178
203	180
204	181
205	183
206	184
207	185
208	187
209	188
210	190
211	191
212	193
213	194
214	196
215	197
216	198
217	200
218	201
219	203
220	204
221	206
222	207
223	208
224	210
225	211
226	213
227	214
228	216
229	217
230	219
231	220
232	221
233	223
234	224
235	226
236	227
237	229
238	230
239	231
240	233
241	234
242	236
243	237
244	239
245	240
246	242
247	243
248	244
249	246
250	247
251	249
252	250
253	252
254	253
255	255
